Areaw,Area,Assessment Url,Asses Year,Biomass,Bref,Bref Point,B Bref,Catch,Common Name,DOWNLOAD URL DUMMY,LOGTC,LOGSSB,LOGR,Fref,Fref Point,F,F Division,F Divname,F Fmsy,F Gsa Lib,F Subarea,F Subname,ID,Landings,Meeting,Method,Number of Records,R,Scientific Name,Smu Name,SSB,Status,Stock Long,Stockid,Stock,TC,Version,Year
SA 17 SA 18 SA 19,17_18_19,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,35754,,NA,,10408,Deep-water rose shrimp,STATUS,10408,9359,9883771,0.65,F0.1,1.69,37.2.2,Ionian,2.6,GSA18,37.2,Central Mediterranean,DPS_17_18_19_EWG18_16_2017,,EWG18_16,a4a,1,9883771,Parapenaeus longirostris,Southern Adriatic,9359,OVERFISHING,Deep-water rose shrimp in SA 18,DPS_17_18_19_EWG18_16,DPS,10408,24_01_2019,2017
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,14114,,NA,,5535,European hake,STATUS,5535,5479,253463,0.18,F0.1,0.65,37.2.2,Ionian,3.611111111,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2002,,EWG18_16,a4a,1,253463,Merluccius merluccius,Southern Adriatic,5479,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,5535,24_01_2019,2002
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,19840,,NA,,7165,European hake,STATUS,7165,8207,210008,0.18,F0.1,0.79,37.2.2,Ionian,4.388888889,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2003,,EWG18_16,a4a,1,210008,Merluccius merluccius,Southern Adriatic,8207,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,7165,24_01_2019,2003
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,21743,,NA,,7330,European hake,STATUS,7330,8946,266537,0.18,F0.1,0.87,37.2.2,Ionian,4.833333333,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2004,,EWG18_16,a4a,1,266537,Merluccius merluccius,Southern Adriatic,8946,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,7330,24_01_2019,2004
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,21850,,NA,,8769,European hake,STATUS,8769,8177,294731,0.18,F0.1,0.88,37.2.2,Ionian,4.888888889,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2005,,EWG18_16,a4a,1,294731,Merluccius merluccius,Southern Adriatic,8177,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,8769,24_01_2019,2005
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,23007,,NA,,10828,European hake,STATUS,10828,8843,296893,0.18,F0.1,0.85,37.2.2,Ionian,4.722222222,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2006,,EWG18_16,a4a,1,296893,Merluccius merluccius,Southern Adriatic,8843,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,10828,24_01_2019,2006
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,22925,,NA,,8955,European hake,STATUS,8955,10076,279379,0.18,F0.1,0.86,37.2.2,Ionian,4.777777778,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2007,,EWG18_16,a4a,1,279379,Merluccius merluccius,Southern Adriatic,10076,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,8955,24_01_2019,2007
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,21506,,NA,,8312,European hake,STATUS,8312,9600,251186,0.18,F0.1,0.89,37.2.2,Ionian,4.944444444,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2008,,EWG18_16,a4a,1,251186,Merluccius merluccius,Southern Adriatic,9600,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,8312,24_01_2019,2008
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,19625,,NA,,7998,European hake,STATUS,7998,9839,212998,0.18,F0.1,0.92,37.2.2,Ionian,5.111111111,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2009,,EWG18_16,a4a,1,212998,Merluccius merluccius,Southern Adriatic,9839,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,7998,24_01_2019,2009
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,17977,,NA,,6923,European hake,STATUS,6923,8742,212165,0.18,F0.1,0.91,37.2.2,Ionian,5.055555556,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2010,,EWG18_16,a4a,1,212165,Merluccius merluccius,Southern Adriatic,8742,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,6923,24_01_2019,2010
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,16765,,NA,,6416,European hake,STATUS,6416,8132,191433,0.18,F0.1,0.86,37.2.2,Ionian,4.777777778,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2011,,EWG18_16,a4a,1,191433,Merluccius merluccius,Southern Adriatic,8132,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,6416,24_01_2019,2011
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,15628,,NA,,6818,European hake,STATUS,6818,7840,192880,0.18,F0.1,0.83,37.2.2,Ionian,4.611111111,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2012,,EWG18_16,a4a,1,192880,Merluccius merluccius,Southern Adriatic,7840,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,6818,24_01_2019,2012
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,16482,,NA,,6753,European hake,STATUS,6753,7522,198114,0.18,F0.1,0.83,37.2.2,Ionian,4.611111111,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2013,,EWG18_16,a4a,1,198114,Merluccius merluccius,Southern Adriatic,7522,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,6753,24_01_2019,2013
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,15716,,NA,,5493,European hake,STATUS,5493,7873,171138,0.18,F0.1,0.84,37.2.2,Ionian,4.666666667,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2014,,EWG18_16,a4a,1,171138,Merluccius merluccius,Southern Adriatic,7873,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,5493,24_01_2019,2014
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,15101,,NA,,5817,European hake,STATUS,5817,7552,199118,0.18,F0.1,0.81,37.2.2,Ionian,4.5,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2015,,EWG18_16,a4a,1,199118,Merluccius merluccius,Southern Adriatic,7552,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,5817,24_01_2019,2015
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,16372,,NA,,5761,European hake,STATUS,5761,7431,229250,0.18,F0.1,0.72,37.2.2,Ionian,4,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2016,,EWG18_16,a4a,1,229250,Merluccius merluccius,Southern Adriatic,7431,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,5761,24_01_2019,2016
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,18520,,NA,,6035,European hake,STATUS,6035,8391,248303,0.18,F0.1,0.6,37.2.2,Ionian,3.333333333,GSA18,37.2,Central Mediterranean,HKE_17_18_EWG18_16_2017,,EWG18_16,a4a,1,248303,Merluccius merluccius,Southern Adriatic,8391,OVERFISHING,European hake in SA 18,HKE_17_18_EWG18_16,HKE,6035,24_01_2019,2017
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,21260,,NA,,4365,Spottail mantis shrimp,STATUS,4365,12958,1458099,0.41,F0.1,0.67,37.2.2,Ionian,1.634146342,GSA18,37.2,Central Mediterranean,MTS_17_18_EWG18_16_2008,,EWG18_16,a4a,1,1458099,Squilla mantis,Southern Adriatic,12958,OVERFISHING,Spottail mantis shrimp in SA 18,MTS_17_18_EWG18_16,MTS,4365,24_01_2019,2008
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,18826,,NA,,5388,Spottail mantis shrimp,STATUS,5388,13224,1129913,0.41,F0.1,0.94,37.2.2,Ionian,2.292682927,GSA18,37.2,Central Mediterranean,MTS_17_18_EWG18_16_2009,,EWG18_16,a4a,1,1129913,Squilla mantis,Southern Adriatic,13224,OVERFISHING,Spottail mantis shrimp in SA 18,MTS_17_18_EWG18_16,MTS,5388,24_01_2019,2009
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,18946,,NA,,5703,Spottail mantis shrimp,STATUS,5703,12700,1086219,0.41,F0.1,1.08,37.2.2,Ionian,2.634146342,GSA18,37.2,Central Mediterranean,MTS_17_18_EWG18_16_2010,,EWG18_16,a4a,1,1086219,Squilla mantis,Southern Adriatic,12700,OVERFISHING,Spottail mantis shrimp in SA 18,MTS_17_18_EWG18_16,MTS,5703,24_01_2019,2010
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,16789,,NA,,4445,Spottail mantis shrimp,STATUS,4445,10730,1173017,0.41,F0.1,0.99,37.2.2,Ionian,2.414634146,GSA18,37.2,Central Mediterranean,MTS_17_18_EWG18_16_2011,,EWG18_16,a4a,1,1173017,Squilla mantis,Southern Adriatic,10730,OVERFISHING,Spottail mantis shrimp in SA 18,MTS_17_18_EWG18_16,MTS,4445,24_01_2019,2011
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,17370,,NA,,4024,Spottail mantis shrimp,STATUS,4024,11146,1115005,0.41,F0.1,0.84,37.2.2,Ionian,2.048780488,GSA18,37.2,Central Mediterranean,MTS_17_18_EWG18_16_2012,,EWG18_16,a4a,1,1115005,Squilla mantis,Southern Adriatic,11146,OVERFISHING,Spottail mantis shrimp in SA 18,MTS_17_18_EWG18_16,MTS,4024,24_01_2019,2012
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,16964,,NA,,4181,Spottail mantis shrimp,STATUS,4181,11300,958833,0.41,F0.1,0.8,37.2.2,Ionian,1.951219512,GSA18,37.2,Central Mediterranean,MTS_17_18_EWG18_16_2013,,EWG18_16,a4a,1,958833,Squilla mantis,Southern Adriatic,11300,OVERFISHING,Spottail mantis shrimp in SA 18,MTS_17_18_EWG18_16,MTS,4181,24_01_2019,2013
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,16194,,NA,,4568,Spottail mantis shrimp,STATUS,4568,11018,958635,0.41,F0.1,0.91,37.2.2,Ionian,2.219512195,GSA18,37.2,Central Mediterranean,MTS_17_18_EWG18_16_2014,,EWG18_16,a4a,1,958635,Squilla mantis,Southern Adriatic,11018,OVERFISHING,Spottail mantis shrimp in SA 18,MTS_17_18_EWG18_16,MTS,4568,24_01_2019,2014
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,16787,,NA,,4513,Spottail mantis shrimp,STATUS,4513,10028,1167007,0.41,F0.1,1.08,37.2.2,Ionian,2.634146342,GSA18,37.2,Central Mediterranean,MTS_17_18_EWG18_16_2015,,EWG18_16,a4a,1,1167007,Squilla mantis,Southern Adriatic,10028,OVERFISHING,Spottail mantis shrimp in SA 18,MTS_17_18_EWG18_16,MTS,4513,24_01_2019,2015
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,15620,,NA,,4362,Spottail mantis shrimp,STATUS,4362,10290,1367724,0.41,F0.1,1.13,37.2.2,Ionian,2.756097561,GSA18,37.2,Central Mediterranean,MTS_17_18_EWG18_16_2016,,EWG18_16,a4a,1,1367724,Squilla mantis,Southern Adriatic,10290,OVERFISHING,Spottail mantis shrimp in SA 18,MTS_17_18_EWG18_16,MTS,4362,24_01_2019,2016
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,15649,,NA,,4673,Spottail mantis shrimp,STATUS,4673,11935,1361547,0.41,F0.1,1.04,37.2.2,Ionian,2.536585366,GSA18,37.2,Central Mediterranean,MTS_17_18_EWG18_16_2017,,EWG18_16,a4a,1,1361547,Squilla mantis,Southern Adriatic,11935,OVERFISHING,Spottail mantis shrimp in SA 18,MTS_17_18_EWG18_16,MTS,4673,24_01_2019,2017
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,18432,,NA,,5074,Red mullet,STATUS,5074,5602,1526151,0.41,F0.1,1.1,37.2.2,Ionian,2.682926829,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2006,,EWG18_16,a4a,1,1526151,Mullus barbatus,Southern Adriatic,5602,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,5074,24_01_2019,2006
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,17855,,NA,,5112,Red mullet,STATUS,5112,5370,1526428,0.41,F0.1,1.08,37.2.2,Ionian,2.634146342,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2007,,EWG18_16,a4a,1,1526428,Mullus barbatus,Southern Adriatic,5370,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,5112,24_01_2019,2007
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,17737,,NA,,4619,Red mullet,STATUS,4619,5280,1558639,0.41,F0.1,1.06,37.2.2,Ionian,2.585365854,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2008,,EWG18_16,a4a,1,1558639,Mullus barbatus,Southern Adriatic,5280,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,4619,24_01_2019,2008
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,16982,,NA,,4238,Red mullet,STATUS,4238,5035,1654707,0.41,F0.1,1.03,37.2.2,Ionian,2.512195122,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2009,,EWG18_16,a4a,1,1654707,Mullus barbatus,Southern Adriatic,5035,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,4238,24_01_2019,2009
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,17249,,NA,,4307,Red mullet,STATUS,4307,5126,1836043,0.41,F0.1,0.99,37.2.2,Ionian,2.414634146,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2010,,EWG18_16,a4a,1,1836043,Mullus barbatus,Southern Adriatic,5126,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,4307,24_01_2019,2010
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,16044,,NA,,4571,Red mullet,STATUS,4571,5375,2101404,0.41,F0.1,0.95,37.2.2,Ionian,2.317073171,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2011,,EWG18_16,a4a,1,2101404,Mullus barbatus,Southern Adriatic,5375,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,4571,24_01_2019,2011
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,19058,,NA,,4708,Red mullet,STATUS,4708,5319,2411939,0.41,F0.1,0.91,37.2.2,Ionian,2.219512195,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2012,,EWG18_16,a4a,1,2411939,Mullus barbatus,Southern Adriatic,5319,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,4708,24_01_2019,2012
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,23109,,NA,,5382,Red mullet,STATUS,5382,6764,2685772,0.41,F0.1,0.85,37.2.2,Ionian,2.073170732,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2013,,EWG18_16,a4a,1,2685772,Mullus barbatus,Southern Adriatic,6764,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,5382,24_01_2019,2013
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,26216,,NA,,5715,Red mullet,STATUS,5715,7645,2828251,0.41,F0.1,0.77,37.2.2,Ionian,1.87804878,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2014,,EWG18_16,a4a,1,2828251,Mullus barbatus,Southern Adriatic,7645,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,5715,24_01_2019,2014
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,26220,,NA,,6102,Red mullet,STATUS,6102,9015,2793590,0.41,F0.1,0.67,37.2.2,Ionian,1.634146342,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2015,,EWG18_16,a4a,1,2793590,Mullus barbatus,Southern Adriatic,9015,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,6102,24_01_2019,2015
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,27956,,NA,,6063,Red mullet,STATUS,6063,10306,2619415,0.41,F0.1,0.57,37.2.2,Ionian,1.390243902,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2016,,EWG18_16,a4a,1,2619415,Mullus barbatus,Southern Adriatic,10306,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,6063,24_01_2019,2016
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,25860,,NA,,5652,Red mullet,STATUS,5652,11433,2391365,0.41,F0.1,0.48,37.2.2,Ionian,1.170731707,GSA18,37.2,Central Mediterranean,MUT_17_18_EWG18_16_2017,,EWG18_16,a4a,1,2391365,Mullus barbatus,Southern Adriatic,11433,OVERFISHING,Red mullet in SA 18,MUT_17_18_EWG18_16,MUT,5652,24_01_2019,2017
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,9705.53,,4914,1.97507733,1270,Norway lobster,STATUS,1270,,,0.45,Fmsy,0.13,37.2.2,Ionian,0.288888889,GSA18,37.2,Central Mediterranean,NEP_17_18_EWG18_16_1970,1270,EWG18_16,SPICT,1,,Nephrops norvegicus,Southern Adriatic,,OVERFISHING,Norway lobster in SA 18,NEP_17_18_EWG18_16,NEP,1270,24_01_2019,1970
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,9741.71,,4914,1.982439967,1283,Norway lobster,STATUS,1283,,,0.45,Fmsy,0.13,37.2.2,Ionian,0.288888889,GSA18,37.2,Central Mediterranean,NEP_17_18_EWG18_16_1971,1283,EWG18_16,SPICT,1,,Nephrops norvegicus,Southern Adriatic,,OVERFISHING,Norway lobster in SA 18,NEP_17_18_EWG18_16,NEP,1283,24_01_2019,1971
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,10127.07,,4914,2.060860806,1397,Norway lobster,STATUS,1397,,,0.45,Fmsy,0.14,37.2.2,Ionian,0.311111111,GSA18,37.2,Central Mediterranean,NEP_17_18_EWG18_16_1972,1397,EWG18_16,SPICT,1,,Nephrops norvegicus,Southern Adriatic,,OVERFISHING,Norway lobster in SA 18,NEP_17_18_EWG18_16,NEP,1397,24_01_2019,1972
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,8663.75,,4914,1.763074888,1113,Norway lobster,STATUS,1113,,,0.45,Fmsy,0.13,37.2.2,Ionian,0.288888889,GSA18,37.2,Central Mediterranean,NEP_17_18_EWG18_16_1973,1113,EWG18_16,SPICT,1,,Nephrops norvegicus,Southern Adriatic,,OVERFISHING,Norway lobster in SA 18,NEP_17_18_EWG18_16,NEP,1113,24_01_2019,1973
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,8465.42,,4914,1.722714693,1098,Norway lobster,STATUS,1098,,,0.45,Fmsy,0.13,37.2.2,Ionian,0.288888889,GSA18,37.2,Central Mediterranean,NEP_17_18_EWG18_16_1974,1098,EWG18_16,SPICT,1,,Nephrops norvegicus,Southern Adriatic,,OVERFISHING,Norway lobster in SA 18,NEP_17_18_EWG18_16,NEP,1098,24_01_2019,1974
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,8986.16,,4914,1.828685389,1197,Norway lobster,STATUS,1197,,,0.45,Fmsy,0.13,37.2.2,Ionian,0.288888889,GSA18,37.2,Central Mediterranean,NEP_17_18_EWG18_16_1975,1197,EWG18_16,SPICT,1,,Nephrops norvegicus,Southern Adriatic,,OVERFISHING,Norway lobster in SA 18,NEP_17_18_EWG18_16,NEP,1197,24_01_2019,1975
SA 17 SA 18,17_18,https://stecf.jrc.ec.europa.eu/documents/43805/2264698/STECF+18-16+2018+MED+stock+assessmnets+part+2.pdf/ae597f2e-b46e-411f-9c0a-d8c378fd1d72,2018,10495.21,,4914,2.135777371,1520,Norway lobster,STATUS,1520,,,0.45,Fmsy,0.15,37.2.2,Ionian,0.333333333,GSA18,37.2,Central Mediterranean,NEP_17_18_EWG18_16_1976,1520,EWG18_16,SPICT,1,,Nephrops norvegicus,Southern Adriatic,,OVERFISHING,Norway lobster in SA 18,NEP_17_18_EWG18_16,NEP,1520,24_01_2019,1976
